CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,REGION
'101907048,1,0,1,1,1,1,1,TRUITT MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907049,1,0,0,1,0,0,1,HAMILTON MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907050,0,0,0,0,0,0,0,THORNTON MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907051,1,1,1,1,1,1,0,ARAGON MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907052,1,0,0,1,1,1,0,GOODSON MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907053,0,0,0,0,0,0,1,KAHLA MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907054,0,1,0,1,0,1,0,SPILLANE MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907055,0,0,0,0,0,0,1,HOPPER MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907056,1,1,1,1,1,1,1,SMITH MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907057,0,0,0,0,0,0,0,SALYARDS MIDDLE,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907058,0,0,0,0,0,1,0,ANTHONY MIDDLE,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'06 - 08,M,'04
'101907101,0,0,0,0,0,0,,BANE EL,N,N,HARRIS,'101,D,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907103,1,1,1,0,0,1,,LAMKIN EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907104,0,0,0,0,0,0,,POST EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907105,0,0,0,0,0,0,,MATZKE EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907106,1,0,1,0,0,0,,HOLBROOK EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907107,0,0,0,0,0,0,,ADAM EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907108,1,0,0,1,0,0,,HANCOCK EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907109,0,0,0,1,1,1,,YEAGER EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907110,1,1,1,1,1,1,,MILLSAP EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907111,1,0,0,0,0,1,,LIEDER EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907112,0,0,0,0,0,0,,FRANCONE EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907113,0,0,0,0,0,0,,HORNE EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907115,1,0,0,0,1,0,,MOORE EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907116,0,0,0,0,0,0,,LOWERY EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907117,0,0,0,0,0,0,,FRAZIER EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907118,0,0,0,0,0,1,,WILSON EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907119,0,0,0,0,0,0,,OWENS EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907120,0,0,0,0,0,1,,EMMOTT EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907121,0,0,0,0,0,0,,HOLMSLEY EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907122,0,0,0,0,0,0,,JOWELL EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'03 - 05,E,'04
'101907124,0,0,0,1,0,0,,FIEST EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907125,1,0,1,1,1,0,,BANG EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907126,0,0,0,0,0,0,,HAMILTON EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907127,0,0,0,0,0,0,,METCALF EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907128,1,0,1,0,1,1,,HAIRGROVE EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907129,0,0,0,0,0,0,,REED EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907130,1,0,1,0,1,1,,COPELAND EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907131,0,0,0,1,1,1,,WILLBERN EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907132,0,0,0,0,0,1,,SHERIDAN EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907133,0,0,0,0,0,0,,AULT EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907134,0,0,0,0,0,1,,KIRK EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907135,0,1,1,1,1,1,,FARNEY EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907136,0,1,1,0,1,1,,GLEASON EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907137,0,0,0,0,0,0,,WALKER EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907138,1,1,1,1,1,1,,SAMPSON EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'KG - 05,E,'04
'101907139,1,1,1,1,1,1,,BIRKES EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907140,0,0,1,0,0,1,,ROBISON EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907141,1,0,0,1,0,0,,TIPPS EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907142,0,0,0,1,0,1,,DURYEA EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907143,0,0,1,0,0,1,,KEITH EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'KG - 05,E,'04
'101907144,0,1,1,0,0,1,,LEE EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907145,1,0,1,1,0,1,,DANISH EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907146,0,0,1,0,1,1,,ANDRE EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907147,0,0,1,1,1,1,,POSTMA EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907148,1,0,0,0,0,0,,BLACK EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907149,1,0,0,0,0,1,,WARNER EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'KG - 05,E,'04
'101907150,0,0,0,1,0,0,,MCFEE EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907151,0,0,0,0,0,0,,HEMMENWAY EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'PK - 05,E,'04
'101907152,0,0,0,0,0,0,,ROBINSON EL,N,N,HARRIS,'101,C,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907153,1,0,0,0,0,1,,SWENKE EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907154,0,0,0,0,0,1,,EMERY EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907155,0,0,0,0,1,1,,RENNELL EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907156,1,1,1,0,1,1,,POPE EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'KG - 05,E,'04
'101907157,0,0,1,0,0,1,,WOODARD EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'EE - 05,E,'04
'101907158,0,0,0,0,0,1,,WELLS EL,N,N,HARRIS,'101,A,CYPRESS-FAIRBANKS ISD,'101907,'KG - 05,E,'04
'101907159,,,,,,,,HOOVER EL,N,N,HARRIS,'101,B,CYPRESS-FAIRBANKS ISD,'101907,'EE - 02,E,'04
'101908001,0,0,1,1,0,0,0,DEER PARK HS,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'09 - 12,S,'04
'101908007,,,,,,,,H S POINT,N,N,HARRIS,'101,Not Rated,DEER PARK ISD,'101908,'08 - 12,S,'04
'101908041,1,1,1,1,0,1,1,DEEPWATER J H,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'06 - 08,M,'04
'101908042,1,0,1,0,0,1,0,DEER PARK J H,N,N,HARRIS,'101,A,DEER PARK ISD,'101908,'06 - 08,M,'04
'101908043,0,0,0,0,0,1,0,BONNETTE J H,N,N,HARRIS,'101,C,DEER PARK ISD,'101908,'06 - 08,M,'04
'101908044,0,1,1,1,0,1,1,FAIRMONT J H,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'06 - 08,M,'04
'101908101,0,0,0,0,0,0,,CARPENTER ELEMENTARY,N,N,HARRIS,'101,C,DEER PARK ISD,'101908,'KG - 05,E,'04
'101908102,0,0,0,0,0,0,,DEEPWATER ELEMENTARY,N,N,HARRIS,'101,C,DEER PARK ISD,'101908,'03 - 05,E,'04
'101908104,0,0,0,0,0,1,,SAN JACINTO EL,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'KG - 05,E,'04
'101908105,0,1,0,0,0,1,,DEER PARK ELEMENTARY,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'KG - 05,E,'04
'101908106,,,,,,,,PARKWOOD ELEMENTARY,N,N,HARRIS,'101,C,DEER PARK ISD,'101908,'KG - 02,E,'04
'101908107,0,0,0,1,0,1,,JP DABBS ELEMENTARY,N,N,HARRIS,'101,B,DEER PARK ISD,'101908,'KG - 05,E,'04
'101908108,0,1,1,1,1,1,,FAIRMONT ELEMENTARY,N,N,HARRIS,'101,A,DEER PARK ISD,'101908,'KG - 05,E,'04
'101908109,,,,,,,,EARLY CHILDHOOD CENTER,N,N,HARRIS,'101,C,DEER PARK ISD,'101908,'EE - PK,E,'04
'101910002,1,0,0,1,1,0,1,GALENA PARK H S,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'09 - 12,S,'04
'101910003,0,1,0,1,1,0,1,NORTH SHORE SENIOR HIGH,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'09 - 12,S,'04
'101910006,,,,,,,,HIGHPOINT SCHOOL EAST (DAEP),N,N,HARRIS,'101,Not Rated,GALENA PARK ISD,'101910,'07 - 12,S,'04
'101910008,,,,,,,,JUVENILE JUSTICE AEP,N,N,HARRIS,'101,Not Rated,GALENA PARK ISD,'101910,'10 - 10,S,'04
'101910030,0,0,0,0,0,0,0,GALENA PARK ISD CAREER & TECHNICAL,N,N,HARRIS,'101,A,GALENA PARK ISD,'101910,'09 - 12,S,'04
'101910041,0,0,0,0,0,0,0,GALENA PARK MIDDLE,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'06 - 08,M,'04
'101910042,1,1,1,1,1,0,1,NORTH SHORE MIDDLE,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'07 - 08,M,'04
'101910043,0,0,0,0,1,1,0,WOODLAND ACRES MIDDLE,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'06 - 08,M,'04
'101910044,1,1,0,1,0,0,0,CUNNINGHAM MIDDLE,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'07 - 08,M,'04
'101910045,0,1,0,0,0,,,COBB 6TH GRADE CAMPUS,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'06 - 06,M,'04
'101910101,0,0,1,0,1,0,,CIMARRON EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910102,0,0,0,1,0,1,,CLOVERLEAF EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910104,0,0,0,0,0,0,,GALENA PARK EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910105,0,0,0,0,0,0,,GREEN VALLEY EL,N,N,HARRIS,'101,C,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910106,1,1,1,1,1,1,,JACINTO CITY EL,N,N,HARRIS,'101,A,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910107,1,1,1,1,1,1,,MACARTHUR EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910108,0,0,0,0,0,0,,NORTH SHORE EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910109,1,0,1,0,0,1,,PYBURN EL,N,N,HARRIS,'101,A,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910110,1,0,0,0,0,1,,WOODLAND ACRES EL,N,N,HARRIS,'101,A,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910111,0,0,0,0,0,0,,TICE EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910112,0,1,0,0,0,1,,PURPLE SAGE EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910113,0,0,0,0,0,0,,JAMES B HAVARD EL,N,N,HARRIS,'101,C,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910114,1,0,1,0,1,0,,NORMANDY CROSSING EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101910115,0,0,0,1,0,0,,DR SHIRLEY J WILLIAMSON EL,N,N,HARRIS,'101,B,GALENA PARK ISD,'101910,'EE - 05,E,'04
'101910116,0,0,0,0,0,0,,SAM HOUSTON EL,N,N,HARRIS,'101,C,GALENA PARK ISD,'101910,'PK - 05,E,'04
'101911002,0,0,0,0,0,1,0,LEE H S,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'09 - 12,S,'04
'101911003,0,1,1,1,0,0,0,STERLING H S,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'09 - 12,S,'04
'101911005,,,,,,,,PETER E HYLAND CENTER,Y,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'10 - 12,S,'04
'101911006,,,,,,,,POINT ALTERNATIVE CENTER,N,N,HARRIS,'101,Not Rated,GOOSE CREEK CISD,'101911,'06 - 12,B,'04
'101911012,,,,,,,,HIGH POINT SCHOOL,N,N,HARRIS,'101,Not Rated,GOOSE CREEK CISD,'101911,'09 - 12,S,'04
'101911014,,,,,,,,EXCEL ACADEMY (MURWORTH),N,N,HARRIS,'101,Not Rated,GOOSE CREEK CISD,'101911,'08 - 10,S,'04
'101911015,0,0,0,0,0,0,0,GOOSE CREEK MEMORIAL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'09 - 12,S,'04
'101911016,1,0,1,0,1,0,0,IMPACT EARLY COLLEGE H S,N,N,HARRIS,'101,A,GOOSE CREEK CISD,'101911,'09 - 12,S,'04
'101911017,0,0,0,0,0,0,0,STUART CAREER TECH H S,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'09 - 10,S,'04
'101911041,0,0,0,0,0,0,0,BAYTOWN J H,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'06 - 08,M,'04
'101911043,1,1,1,1,0,0,0,CEDAR BAYOU J H,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'06 - 08,M,'04
'101911044,1,1,0,1,0,0,0,HIGHLANDS J H,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'06 - 08,M,'04
'101911045,0,0,0,0,0,1,0,HORACE MANN J H,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'06 - 08,M,'04
'101911046,1,1,1,1,0,0,0,GENTRY J H,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'06 - 08,M,'04
'101911101,1,1,1,1,1,1,,ALAMO EL,N,N,HARRIS,'101,A,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911102,0,0,0,0,0,1,,STEPHEN F AUSTIN EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911103,0,0,0,0,0,0,,JAMES BOWIE EL,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911105,0,0,1,0,1,1,,CARVER EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911107,0,1,0,1,0,1,,HARLEM EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911108,0,0,0,0,0,0,,HIGHLANDS EL,N,N,HARRIS,'101,D,GOOSE CREEK CISD,'101911,'02 - 05,E,'04
'101911111,0,0,1,0,0,1,,LAMAR EL,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911112,0,0,0,1,0,0,,SAN JACINTO EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911113,0,0,0,0,0,0,,ASHBEL SMITH EL,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911114,0,0,0,0,0,0,,TRAVIS EL,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911117,,,,,,,,HOPPER PRI,N,N,HARRIS,'101,D,GOOSE CREEK CISD,'101911,'EE - 01,E,'04
'101911118,1,1,1,1,1,1,,CROCKETT EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911120,0,0,0,0,0,0,,DE ZAVALA EL,N,N,HARRIS,'101,D,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911122,0,0,0,1,0,0,,VICTORIA WALKER EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'PK - 05,E,'04
'101911123,0,0,0,0,0,0,,CLARK EL,N,N,HARRIS,'101,C,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101911125,0,0,0,0,0,1,,BANUELOS EL,N,N,HARRIS,'101,B,GOOSE CREEK CISD,'101911,'EE - 05,E,'04
'101912001,0,0,0,0,0,0,0,AUSTIN H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912002,1,1,1,1,1,1,1,BELLAIRE H S,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912003,0,0,0,0,1,0,1,NORTHSIDE H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912004,0,0,0,0,0,0,0,FURR H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912006,1,1,1,1,1,1,1,JONES FUTURES ACADEMY,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912007,0,0,0,1,1,0,0,KASHMERE H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912008,0,1,1,0,1,1,1,LAMAR H S,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912009,0,1,0,0,1,0,1,WISDOM H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912010,0,0,0,0,0,0,0,MADISON H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912011,0,0,0,0,0,0,0,MILBY H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912012,0,1,1,0,0,1,1,HEIGHTS H S,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912013,,,,,,,,COMMUNITY SERVICES-SEC,Y,N,HARRIS,'101,Not Rated,HOUSTON ISD,'101912,'KG - 12,B,'04
'101912014,0,0,0,0,0,0,0,STERLING H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912015,0,0,1,0,0,0,0,WALTRIP H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912016,0,0,0,0,0,0,0,WASHINGTON B T H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912017,0,0,0,0,0,0,0,WESTBURY H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912018,0,0,0,0,0,0,0,WHEATLEY H S,N,N,HARRIS,'101,F,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912019,0,0,0,0,0,0,0,WORTHING H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912020,0,0,0,0,1,0,1,YATES H S,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912023,0,0,1,0,1,0,0,SHARPSTOWN H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912024,0,0,0,0,0,0,0,SCARBOROUGH H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912025,0,1,1,1,1,1,1,KINDER H S FOR PERFORMING AND VISU,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912026,1,1,1,1,1,1,1,DEBAKEY H S FOR HEALTH PROF,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912027,0,0,0,0,1,1,0,CHAVEZ H S,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912034,1,1,1,1,1,1,1,H S FOR LAW AND JUSTICE,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912036,1,1,1,0,1,1,1,WESTSIDE H S,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'09 - 12,S,'04
'101912039,0,1,1,1,1,1,1,T H ROGERS SCHOOL,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'EE - 12,B,'04
'101912041,0,0,0,0,0,0,0,ATTUCKS MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912042,0,1,1,0,1,0,0,BLACK MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912043,1,1,1,1,1,1,1,BURBANK MIDDLE,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912044,1,1,0,0,1,1,1,CULLEN MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912045,0,0,0,0,0,0,0,DEADY MIDDLE,N,N,HARRIS,'101,F,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912046,0,0,0,0,0,0,0,EDISON MIDDLE,N,N,HARRIS,'101,F,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912047,0,1,0,0,0,0,0,FONVILLE MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912048,0,0,0,0,0,0,0,CLIFTON MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912049,0,0,1,0,1,0,0,HAMILTON MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912050,1,0,0,1,1,0,0,HOLLAND MIDDLE,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912051,0,0,0,0,0,0,0,HARTMAN MIDDLE,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912052,0,0,0,0,0,0,0,HENRY MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912053,0,0,0,0,0,0,0,HOGG MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912054,0,0,0,0,0,0,0,NAVARRO MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912055,0,0,0,0,1,0,0,MEYERLAND MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912056,1,0,0,1,0,0,0,WELCH MIDDLE,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912057,0,1,1,0,1,1,1,LANIER MIDDLE,N,N,HARRIS,'101,A,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912058,0,0,0,0,0,0,0,GREGORY-LINCOLN ED CTR,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'PK - 08,E,'04
'101912059,0,0,1,0,0,0,0,LONG ACADEMY,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 12,B,'04
'101912060,0,0,0,0,0,0,0,REVERE MIDDLE,N,N,HARRIS,'101,C,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912061,1,1,1,1,0,0,0,MARSHALL MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912062,0,0,0,0,0,0,0,MCREYNOLDS MIDDLE,N,N,HARRIS,'101,D,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912064,0,0,1,0,0,1,0,PERSHING MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
'101912068,1,1,1,1,1,0,0,TANGLEWOOD MIDDLE,N,N,HARRIS,'101,B,HOUSTON ISD,'101912,'06 - 08,M,'04
